formula,formula,score
t7_boole,dt_k2_xboole_0,inf
t7_boole,t53_xboole_1,inf
t7_boole,t8_boole,0.0
t7_boole,t61_xboole_1,inf
t7_boole,t49_xboole_1,inf
t7_boole,t58_xboole_1,inf
t7_boole,t25_xboole_1,inf
t7_boole,t7_xboole_1,inf
t7_boole,t48_xboole_1,inf
t7_boole,t3_xboole_1,inf
t7_boole,idempotence_k3_xboole_0,inf
t7_boole,t47_xboole_1,inf
t7_boole,d3_xboole_0,0.0
t7_boole,t21_xboole_1,inf
t7_boole,idempotence_k2_xboole_0,inf
t7_boole,t2_tarski,0.0
t7_boole,t64_xboole_1,inf
t7_boole,t9_xboole_1,inf
t7_boole,dt_o_0_0_xboole_0,4.0
t7_boole,t50_xboole_1,inf
t7_boole,t27_xboole_1,inf
t7_boole,fc1_xboole_0,4.0
t7_boole,rc1_xboole_0,0.0
t7_boole,t6_xboole_1,inf
t7_boole,d5_xboole_0,0.0
t7_boole,dt_k1_xboole_0,inf
t7_boole,t4_xboole_1,inf
t7_boole,t1_xboole_0,1.3333333333333333
t7_boole,t14_xboole_1,inf
t7_boole,t29_xboole_1,inf
t7_boole,antisymmetry_r2_xboole_0,inf
t7_boole,t44_xboole_1,inf
t7_boole,t2_xboole_0,0.0
t7_boole,t45_xboole_1,inf
t7_boole,t6_xboole_0,0.0
t7_boole,fc5_xboole_0,2.0
t7_boole,t56_xboole_1,inf
t7_boole,fc4_xboole_0,2.0
t7_boole,t11_xboole_1,inf
t7_boole,t60_xboole_1,inf
t7_boole,t35_xboole_1,inf
t7_boole,d6_xboole_0,inf
t7_boole,t15_xboole_1,inf
t7_boole,l58_xboole_1,inf
t7_boole,t33_xboole_1,inf
t7_boole,commutativity_k5_xboole_0,inf
t7_boole,irreflexivity_r2_xboole_0,inf
t7_boole,t57_xboole_1,inf
t7_boole,t10_xboole_1,inf
t7_boole,t4_xboole_0,8.0
t7_boole,t16_xboole_1,inf
t7_boole,rc2_xboole_0,0.0
t7_boole,d4_xboole_0,0.0
t7_boole,t24_xboole_1,inf
t7_boole,dt_k4_xboole_0,inf
t7_boole,l36_xboole_1,inf
t7_boole,d10_xboole_0,inf
t7_boole,t19_xboole_1,inf
t7_boole,t43_xboole_1,inf
t7_boole,t26_xboole_1,inf
t7_boole,t13_xboole_1,inf
t7_boole,t6_boole,0.0
t7_boole,l32_xboole_1,inf
t7_boole,l13_xboole_0,0.0
t7_boole,t54_xboole_1,inf
t7_boole,t2_boole,inf
t7_boole,d2_xboole_0,inf
t7_boole,t31_xboole_1,inf
t7_boole,t30_xboole_1,inf
t7_boole,t18_xboole_1,inf
t7_boole,t52_xboole_1,inf
t7_boole,t3_xboole_0,0.0
t7_boole,t55_xboole_1,inf
t7_boole,t12_xboole_1,inf
t7_boole,d7_xboole_0,inf
t7_boole,t67_xboole_1,inf
t7_boole,antisymmetry_r2_hidden,0.0
t7_boole,t7_xboole_0,inf
t7_boole,t4_boole,inf
t7_boole,t69_xboole_1,0.0
d1_xboole_0,t37_xboole_1,inf
d1_xboole_0,commutativity_k3_xboole_0,inf
d1_xboole_0,dt_k5_xboole_0,inf
d1_xboole_0,t3_boole,inf
d1_xboole_0,t65_xboole_1,inf
d1_xboole_0,symmetry_r1_xboole_0,inf
d1_xboole_0,t2_xboole_1,inf
d1_xboole_0,t20_xboole_1,inf
d1_xboole_0,t59_xboole_1,inf
d1_xboole_0,t22_xboole_1,inf
d1_xboole_0,t28_xboole_1,inf
d1_xboole_0,t42_xboole_1,inf
d1_xboole_0,t51_xboole_1,inf
d1_xboole_0,t1_boole,inf
d1_xboole_0,t5_xboole_1,inf
d1_xboole_0,t63_xboole_1,inf
d1_xboole_0,t17_xboole_1,inf
d1_xboole_0,t5_xboole_0,1.7777777777777777
d1_xboole_0,t38_xboole_1,inf
d1_xboole_0,t46_xboole_1,inf
d1_xboole_0,commutativity_k2_xboole_0,inf
d1_xboole_0,dt_k2_xboole_0,inf
d1_xboole_0,t53_xboole_1,inf
d1_xboole_0,t8_boole,0.0
d1_xboole_0,t61_xboole_1,inf
d1_xboole_0,t49_xboole_1,inf
d1_xboole_0,t58_xboole_1,inf
d1_xboole_0,t25_xboole_1,inf
d1_xboole_0,t7_xboole_1,inf
d1_xboole_0,t48_xboole_1,inf
d1_xboole_0,t3_xboole_1,inf
d1_xboole_0,idempotence_k3_xboole_0,inf
d1_xboole_0,t47_xboole_1,inf
d1_xboole_0,d3_xboole_0,0.0
d1_xboole_0,t21_xboole_1,inf
d1_xboole_0,idempotence_k2_xboole_0,inf
d1_xboole_0,t2_tarski,0.0
d1_xboole_0,t64_xboole_1,inf
d1_xboole_0,t9_xboole_1,inf
d1_xboole_0,dt_o_0_0_xboole_0,4.0
d1_xboole_0,t50_xboole_1,inf
d1_xboole_0,t27_xboole_1,inf
d1_xboole_0,fc1_xboole_0,4.0
d1_xboole_0,rc1_xboole_0,0.0
d1_xboole_0,t6_xboole_1,inf
d1_xboole_0,d5_xboole_0,0.0
d1_xboole_0,dt_k1_xboole_0,inf
d1_xboole_0,t4_xboole_1,inf
d1_xboole_0,t1_xboole_0,1.3333333333333333
d1_xboole_0,t14_xboole_1,inf
d1_xboole_0,t29_xboole_1,inf
d1_xboole_0,antisymmetry_r2_xboole_0,inf
d1_xboole_0,t44_xboole_1,inf
d1_xboole_0,t2_xboole_0,0.0
d1_xboole_0,t45_xboole_1,inf
d1_xboole_0,t6_xboole_0,0.0
d1_xboole_0,fc5_xboole_0,2.0
d1_xboole_0,t56_xboole_1,inf
d1_xboole_0,fc4_xboole_0,2.0
d1_xboole_0,t11_xboole_1,inf
d1_xboole_0,t60_xboole_1,inf
d1_xboole_0,t35_xboole_1,inf
d1_xboole_0,d6_xboole_0,inf
d1_xboole_0,t15_xboole_1,inf
d1_xboole_0,l58_xboole_1,inf
d1_xboole_0,t33_xboole_1,inf
d1_xboole_0,commutativity_k5_xboole_0,inf
d1_xboole_0,irreflexivity_r2_xboole_0,inf
d1_xboole_0,t57_xboole_1,inf
d1_xboole_0,t10_xboole_1,inf
d1_xboole_0,t4_xboole_0,8.0
d1_xboole_0,t16_xboole_1,inf
d1_xboole_0,rc2_xboole_0,0.0
d1_xboole_0,d4_xboole_0,0.0
d1_xboole_0,t24_xboole_1,inf
d1_xboole_0,dt_k4_xboole_0,inf
d1_xboole_0,l36_xboole_1,inf
d1_xboole_0,d10_xboole_0,inf
d1_xboole_0,t19_xboole_1,inf
d1_xboole_0,t43_xboole_1,inf
d1_xboole_0,t26_xboole_1,inf
d1_xboole_0,t13_xboole_1,inf
d1_xboole_0,t6_boole,0.0
d1_xboole_0,l32_xboole_1,inf
d1_xboole_0,l13_xboole_0,0.0
d1_xboole_0,t54_xboole_1,inf
d1_xboole_0,t2_boole,inf
d1_xboole_0,d2_xboole_0,inf
d1_xboole_0,t31_xboole_1,inf
d1_xboole_0,t30_xboole_1,inf
d1_xboole_0,t18_xboole_1,inf
d1_xboole_0,t52_xboole_1,inf
d1_xboole_0,t3_xboole_0,0.0
d1_xboole_0,t55_xboole_1,inf
d1_xboole_0,t12_xboole_1,inf
d1_xboole_0,d7_xboole_0,inf
d1_xboole_0,t67_xboole_1,inf
d1_xboole_0,antisymmetry_r2_hidden,0.0
d1_xboole_0,t7_xboole_0,inf
d1_xboole_0,t4_boole,inf
d1_xboole_0,t69_xboole_1,0.0
t37_xboole_1,commutativity_k3_xboole_0,16.0
t37_xboole_1,dt_k5_xboole_0,inf
t37_xboole_1,t3_boole,9.733909435101854
t37_xboole_1,t65_xboole_1,inf
t37_xboole_1,symmetry_r1_xboole_0,inf
t37_xboole_1,t2_xboole_1,4.0
t37_xboole_1,t20_xboole_1,2.0
t37_xboole_1,t59_xboole_1,0.0
t37_xboole_1,t22_xboole_1,18.032893112427107
t37_xboole_1,t28_xboole_1,6.6096329869888555
t37_xboole_1,t42_xboole_1,18.254992015665337
t37_xboole_1,t51_xboole_1,21.845931737785993
t37_xboole_1,t1_boole,16.933664485006336
t37_xboole_1,t5_xboole_1,16.0
t37_xboole_1,t63_xboole_1,0.0
t37_xboole_1,t17_xboole_1,6.8373235180708605
t37_xboole_1,t5_xboole_0,inf
t37_xboole_1,t38_xboole_1,4.0
t37_xboole_1,t46_xboole_1,4.0
t37_xboole_1,commutativity_k2_xboole_0,16.0
t37_xboole_1,dt_k2_xboole_0,inf
t37_xboole_1,t53_xboole_1,16.0
t37_xboole_1,t8_boole,16.0
t37_xboole_1,t61_xboole_1,4.0
t37_xboole_1,t49_xboole_1,24.0
t37_xboole_1,t58_xboole_1,0.0
t37_xboole_1,t25_xboole_1,24.0
t37_xboole_1,t7_xboole_1,4.0
t37_xboole_1,t48_xboole_1,12.0
t37_xboole_1,t3_xboole_1,4.0
t37_xboole_1,idempotence_k3_xboole_0,14.303323422587617
t37_xboole_1,t47_xboole_1,12.0
t37_xboole_1,d3_xboole_0,48.0
t37_xboole_1,t21_xboole_1,18.032893112427107
t37_xboole_1,idempotence_k2_xboole_0,14.303323422587617
t37_xboole_1,t2_tarski,24.0
t37_xboole_1,t64_xboole_1,0.0
t37_xboole_1,t9_xboole_1,4.0
t37_xboole_1,dt_o_0_0_xboole_0,inf
t37_xboole_1,t50_xboole_1,24.0
t37_xboole_1,t27_xboole_1,2.6666666666666665
t37_xboole_1,fc1_xboole_0,inf
t37_xboole_1,rc1_xboole_0,inf
t37_xboole_1,t6_xboole_1,16.0
t37_xboole_1,d5_xboole_0,48.0
t37_xboole_1,dt_k1_xboole_0,inf
t37_xboole_1,t4_xboole_1,16.0
t37_xboole_1,t1_xboole_0,inf
t37_xboole_1,t14_xboole_1,2.0
t37_xboole_1,t29_xboole_1,8.0
t37_xboole_1,antisymmetry_r2_xboole_0,inf
t37_xboole_1,t44_xboole_1,4.0
t37_xboole_1,t2_xboole_0,48.0
t37_xboole_1,t45_xboole_1,8.623291806260584
t37_xboole_1,t6_xboole_0,inf
t37_xboole_1,fc5_xboole_0,inf
t37_xboole_1,t56_xboole_1,inf
t37_xboole_1,fc4_xboole_0,inf
t37_xboole_1,t11_xboole_1,2.0
t37_xboole_1,t60_xboole_1,0.0
t37_xboole_1,t35_xboole_1,2.6666666666666665
t37_xboole_1,d6_xboole_0,20.0
t37_xboole_1,t15_xboole_1,6.0
t37_xboole_1,l58_xboole_1,0.0
t37_xboole_1,t33_xboole_1,4.0
t37_xboole_1,commutativity_k5_xboole_0,16.0
t37_xboole_1,irreflexivity_r2_xboole_0,inf
t37_xboole_1,t57_xboole_1,inf
t37_xboole_1,t10_xboole_1,2.0
t37_xboole_1,t4_xboole_0,inf
t37_xboole_1,t16_xboole_1,16.0
t37_xboole_1,rc2_xboole_0,inf
t37_xboole_1,d4_xboole_0,48.0
t37_xboole_1,t24_xboole_1,24.0
t37_xboole_1,dt_k4_xboole_0,inf
t37_xboole_1,l36_xboole_1,16.0
t37_xboole_1,d10_xboole_0,2.6666666666666665
t37_xboole_1,t19_xboole_1,1.3333333333333333
t37_xboole_1,t43_xboole_1,4.0
t37_xboole_1,t26_xboole_1,4.0
t37_xboole_1,t13_xboole_1,2.6666666666666665
t37_xboole_1,t6_boole,8.0
t37_xboole_1,l32_xboole_1,0.0
t37_xboole_1,l13_xboole_0,8.0
t37_xboole_1,t54_xboole_1,16.0
t37_xboole_1,t2_boole,12.0
t37_xboole_1,d2_xboole_0,16.0
t37_xboole_1,t31_xboole_1,12.0
t37_xboole_1,t30_xboole_1,12.0
t37_xboole_1,t18_xboole_1,2.0
t37_xboole_1,t52_xboole_1,20.0
t37_xboole_1,t3_xboole_0,inf
t37_xboole_1,t55_xboole_1,20.0
t37_xboole_1,t12_xboole_1,6.6096329869888555
t37_xboole_1,d7_xboole_0,16.0
t37_xboole_1,t67_xboole_1,1.7777777777777777
t37_xboole_1,antisymmetry_r2_hidden,inf
t37_xboole_1,t7_xboole_0,4.0
t37_xboole_1,t4_boole,4.0
t37_xboole_1,t69_xboole_1,0.0
commutativity_k3_xboole_0,dt_k5_xboole_0,inf
commutativity_k3_xboole_0,t3_boole,8.466832242503168
commutativity_k3_xboole_0,t65_xboole_1,inf
commutativity_k3_xboole_0,symmetry_r1_xboole_0,inf
commutativity_k3_xboole_0,t2_xboole_1,inf
commutativity_k3_xboole_0,t20_xboole_1,20.51197055421258
commutativity_k3_xboole_0,t59_xboole_1,inf
commutativity_k3_xboole_0,t22_xboole_1,9.016446556213554
commutativity_k3_xboole_0,t28_xboole_1,6.8373235180708605
commutativity_k3_xboole_0,t42_xboole_1,12.0
commutativity_k3_xboole_0,t51_xboole_1,10.922965868892996
commutativity_k3_xboole_0,t1_boole,8.466832242503168
commutativity_k3_xboole_0,t5_xboole_1,8.0
commutativity_k3_xboole_0,t63_xboole_1,inf
commutativity_k3_xboole_0,t17_xboole_1,inf
commutativity_k3_xboole_0,t5_xboole_0,inf
commutativity_k3_xboole_0,t38_xboole_1,12.0
commutativity_k3_xboole_0,t46_xboole_1,10.0
commutativity_k3_xboole_0,commutativity_k2_xboole_0,8.0
commutativity_k3_xboole_0,dt_k2_xboole_0,inf
commutativity_k3_xboole_0,t53_xboole_1,11.43455258813238
commutativity_k3_xboole_0,t8_boole,8.0
commutativity_k3_xboole_0,t61_xboole_1,6.0
commutativity_k3_xboole_0,t49_xboole_1,8.466832242503168
commutativity_k3_xboole_0,t58_xboole_1,inf
commutativity_k3_xboole_0,t25_xboole_1,13.219265973977711
commutativity_k3_xboole_0,t7_xboole_1,inf
commutativity_k3_xboole_0,t48_xboole_1,13.527833676392067
commutativity_k3_xboole_0,t3_xboole_1,12.0
commutativity_k3_xboole_0,idempotence_k3_xboole_0,10.441265605705484
commutativity_k3_xboole_0,t47_xboole_1,10.0
commutativity_k3_xboole_0,d3_xboole_0,24.0
commutativity_k3_xboole_0,t21_xboole_1,8.002830836136681
commutativity_k3_xboole_0,idempotence_k2_xboole_0,7.151661711293809
commutativity_k3_xboole_0,t2_tarski,12.0
commutativity_k3_xboole_0,t64_xboole_1,inf
commutativity_k3_xboole_0,t9_xboole_1,inf
commutativity_k3_xboole_0,dt_o_0_0_xboole_0,inf
commutativity_k3_xboole_0,t50_xboole_1,8.466832242503168
commutativity_k3_xboole_0,t27_xboole_1,inf
commutativity_k3_xboole_0,fc1_xboole_0,inf
commutativity_k3_xboole_0,rc1_xboole_0,inf
commutativity_k3_xboole_0,t6_xboole_1,8.0
commutativity_k3_xboole_0,d5_xboole_0,24.0
commutativity_k3_xboole_0,dt_k1_xboole_0,inf
commutativity_k3_xboole_0,t4_xboole_1,8.0
commutativity_k3_xboole_0,t1_xboole_0,inf
commutativity_k3_xboole_0,t14_xboole_1,36.0
commutativity_k3_xboole_0,t29_xboole_1,inf
commutativity_k3_xboole_0,antisymmetry_r2_xboole_0,inf
commutativity_k3_xboole_0,t44_xboole_1,inf
commutativity_k3_xboole_0,t2_xboole_0,24.0
commutativity_k3_xboole_0,t45_xboole_1,17.246583612521167
commutativity_k3_xboole_0,t6_xboole_0,inf
commutativity_k3_xboole_0,fc5_xboole_0,inf
commutativity_k3_xboole_0,t56_xboole_1,inf
commutativity_k3_xboole_0,fc4_xboole_0,inf
commutativity_k3_xboole_0,t11_xboole_1,inf
commutativity_k3_xboole_0,t60_xboole_1,inf
commutativity_k3_xboole_0,t35_xboole_1,inf
commutativity_k3_xboole_0,d6_xboole_0,10.0
commutativity_k3_xboole_0,t15_xboole_1,7.0
commutativity_k3_xboole_0,l58_xboole_1,inf
commutativity_k3_xboole_0,t33_xboole_1,inf
commutativity_k3_xboole_0,commutativity_k5_xboole_0,8.0
commutativity_k3_xboole_0,irreflexivity_r2_xboole_0,inf
commutativity_k3_xboole_0,t57_xboole_1,inf
commutativity_k3_xboole_0,t10_xboole_1,inf
commutativity_k3_xboole_0,t4_xboole_0,inf
commutativity_k3_xboole_0,t16_xboole_1,17.97872406017348
commutativity_k3_xboole_0,rc2_xboole_0,inf
commutativity_k3_xboole_0,d4_xboole_0,23.579310555065817
commutativity_k3_xboole_0,t24_xboole_1,11.43455258813238
commutativity_k3_xboole_0,dt_k4_xboole_0,inf
commutativity_k3_xboole_0,l36_xboole_1,12.0
commutativity_k3_xboole_0,d10_xboole_0,12.0
commutativity_k3_xboole_0,t19_xboole_1,inf
commutativity_k3_xboole_0,t43_xboole_1,inf
commutativity_k3_xboole_0,t26_xboole_1,inf
commutativity_k3_xboole_0,t13_xboole_1,inf
commutativity_k3_xboole_0,t6_boole,12.0
commutativity_k3_xboole_0,l32_xboole_1,16.0
commutativity_k3_xboole_0,l13_xboole_0,12.0
commutativity_k3_xboole_0,t54_xboole_1,12.0
commutativity_k3_xboole_0,t2_boole,6.6096329869888555
commutativity_k3_xboole_0,d2_xboole_0,8.0
commutativity_k3_xboole_0,t31_xboole_1,inf
commutativity_k3_xboole_0,t30_xboole_1,23.7325624160532
commutativity_k3_xboole_0,t18_xboole_1,inf
commutativity_k3_xboole_0,t52_xboole_1,12.0
commutativity_k3_xboole_0,t3_xboole_0,inf
commutativity_k3_xboole_0,t55_xboole_1,14.0
commutativity_k3_xboole_0,t12_xboole_1,13.219265973977711
commutativity_k3_xboole_0,d7_xboole_0,8.0
commutativity_k3_xboole_0,t67_xboole_1,24.0
commutativity_k3_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k3_xboole_0,t7_xboole_0,6.0
commutativity_k3_xboole_0,t4_boole,10.0
commutativity_k3_xboole_0,t69_xboole_1,inf
dt_k5_xboole_0,t3_boole,inf
dt_k5_xboole_0,t65_xboole_1,inf
dt_k5_xboole_0,symmetry_r1_xboole_0,inf
dt_k5_xboole_0,t2_xboole_1,inf
dt_k5_xboole_0,t20_xboole_1,inf
dt_k5_xboole_0,t59_xboole_1,inf
dt_k5_xboole_0,t22_xboole_1,inf
dt_k5_xboole_0,t28_xboole_1,inf
dt_k5_xboole_0,t42_xboole_1,inf
dt_k5_xboole_0,t51_xboole_1,inf
dt_k5_xboole_0,t1_boole,inf
dt_k5_xboole_0,t5_xboole_1,inf
dt_k5_xboole_0,t63_xboole_1,inf
dt_k5_xboole_0,t17_xboole_1,inf
dt_k5_xboole_0,t5_xboole_0,inf
dt_k5_xboole_0,t38_xboole_1,inf
dt_k5_xboole_0,t46_xboole_1,inf
dt_k5_xboole_0,commutativity_k2_xboole_0,inf
dt_k5_xboole_0,dt_k2_xboole_0,0.0
dt_k5_xboole_0,t53_xboole_1,inf
dt_k5_xboole_0,t8_boole,inf
dt_k5_xboole_0,t61_xboole_1,inf
dt_k5_xboole_0,t49_xboole_1,inf
dt_k5_xboole_0,t58_xboole_1,inf
dt_k5_xboole_0,t25_xboole_1,inf
dt_k5_xboole_0,t7_xboole_1,inf
dt_k5_xboole_0,t48_xboole_1,inf
dt_k5_xboole_0,t3_xboole_1,inf
dt_k5_xboole_0,idempotence_k3_xboole_0,inf
dt_k5_xboole_0,t47_xboole_1,inf
dt_k5_xboole_0,d3_xboole_0,inf
dt_k5_xboole_0,t21_xboole_1,inf
dt_k5_xboole_0,idempotence_k2_xboole_0,inf
dt_k5_xboole_0,t2_tarski,inf
dt_k5_xboole_0,t64_xboole_1,inf
dt_k5_xboole_0,t9_xboole_1,inf
dt_k5_xboole_0,dt_o_0_0_xboole_0,inf
dt_k5_xboole_0,t50_xboole_1,inf
dt_k5_xboole_0,t27_xboole_1,inf
dt_k5_xboole_0,fc1_xboole_0,inf
dt_k5_xboole_0,rc1_xboole_0,inf
dt_k5_xboole_0,t6_xboole_1,inf
dt_k5_xboole_0,d5_xboole_0,inf
dt_k5_xboole_0,dt_k1_xboole_0,0.0
dt_k5_xboole_0,t4_xboole_1,inf
dt_k5_xboole_0,t1_xboole_0,inf
dt_k5_xboole_0,t14_xboole_1,inf
dt_k5_xboole_0,t29_xboole_1,inf
dt_k5_xboole_0,antisymmetry_r2_xboole_0,inf
dt_k5_xboole_0,t44_xboole_1,inf
dt_k5_xboole_0,t2_xboole_0,inf
dt_k5_xboole_0,t45_xboole_1,inf
dt_k5_xboole_0,t6_xboole_0,inf
dt_k5_xboole_0,fc5_xboole_0,inf
dt_k5_xboole_0,t56_xboole_1,inf
dt_k5_xboole_0,fc4_xboole_0,inf
dt_k5_xboole_0,t11_xboole_1,inf
dt_k5_xboole_0,t60_xboole_1,inf
dt_k5_xboole_0,t35_xboole_1,inf
dt_k5_xboole_0,d6_xboole_0,inf
dt_k5_xboole_0,t15_xboole_1,inf
dt_k5_xboole_0,l58_xboole_1,inf
dt_k5_xboole_0,t33_xboole_1,inf
dt_k5_xboole_0,commutativity_k5_xboole_0,inf
dt_k5_xboole_0,irreflexivity_r2_xboole_0,inf
dt_k5_xboole_0,t57_xboole_1,inf
dt_k5_xboole_0,t10_xboole_1,inf
dt_k5_xboole_0,t4_xboole_0,inf
dt_k5_xboole_0,t16_xboole_1,inf
dt_k5_xboole_0,rc2_xboole_0,inf
dt_k5_xboole_0,d4_xboole_0,inf
dt_k5_xboole_0,t24_xboole_1,inf
dt_k5_xboole_0,dt_k4_xboole_0,0.0
dt_k5_xboole_0,l36_xboole_1,inf
dt_k5_xboole_0,d10_xboole_0,inf
dt_k5_xboole_0,t19_xboole_1,inf
dt_k5_xboole_0,t43_xboole_1,inf
dt_k5_xboole_0,t26_xboole_1,inf
dt_k5_xboole_0,t13_xboole_1,inf
dt_k5_xboole_0,t6_boole,inf
dt_k5_xboole_0,l32_xboole_1,inf
dt_k5_xboole_0,l13_xboole_0,inf
dt_k5_xboole_0,t54_xboole_1,inf
dt_k5_xboole_0,t2_boole,inf
dt_k5_xboole_0,d2_xboole_0,inf
dt_k5_xboole_0,t31_xboole_1,inf
dt_k5_xboole_0,t30_xboole_1,inf
dt_k5_xboole_0,t18_xboole_1,inf
dt_k5_xboole_0,t52_xboole_1,inf
dt_k5_xboole_0,t3_xboole_0,inf
dt_k5_xboole_0,t55_xboole_1,inf
dt_k5_xboole_0,t12_xboole_1,inf
dt_k5_xboole_0,d7_xboole_0,inf
dt_k5_xboole_0,t67_xboole_1,inf
dt_k5_xboole_0,antisymmetry_r2_hidden,inf
dt_k5_xboole_0,t7_xboole_0,inf
dt_k5_xboole_0,t4_boole,inf
dt_k5_xboole_0,t69_xboole_1,inf
t3_boole,t65_xboole_1,inf
t3_boole,symmetry_r1_xboole_0,inf
t3_boole,t2_xboole_1,inf
t3_boole,t20_xboole_1,39.65779792193313
t3_boole,t59_xboole_1,inf
t3_boole,t22_xboole_1,8.0
t3_boole,t28_xboole_1,12.0
t3_boole,t42_xboole_1,12.316225530252643
t3_boole,t51_xboole_1,10.0
t3_boole,t1_boole,8.0
t3_boole,t5_xboole_1,8.466832242503168
t3_boole,t63_xboole_1,inf
t3_boole,t17_xboole_1,inf
t3_boole,t5_xboole_0,inf
t3_boole,t38_xboole_1,13.219265973977711
t3_boole,t46_xboole_1,6.6096329869888555
t3_boole,commutativity_k2_xboole_0,8.466832242503168
t3_boole,dt_k2_xboole_0,inf
t3_boole,t53_xboole_1,8.466832242503168
t3_boole,t8_boole,9.733909435101854
t3_boole,t61_xboole_1,6.6096329869888555
t3_boole,t49_xboole_1,12.316137715318517
t3_boole,t58_xboole_1,inf
t3_boole,t25_xboole_1,12.316137715318517
t3_boole,t7_xboole_1,inf
t3_boole,t48_xboole_1,6.6096329869888555
t3_boole,t3_xboole_1,13.219265973977711
t3_boole,idempotence_k3_xboole_0,6.0
t3_boole,t47_xboole_1,6.6096329869888555
t3_boole,d3_xboole_0,26.438531947955422
t3_boole,t21_xboole_1,8.0
t3_boole,idempotence_k2_xboole_0,6.0
t3_boole,t2_tarski,14.60086415265278
t3_boole,t64_xboole_1,inf
t3_boole,t9_xboole_1,inf
t3_boole,dt_o_0_0_xboole_0,inf
t3_boole,t50_xboole_1,12.316137715318517
t3_boole,t27_xboole_1,inf
t3_boole,fc1_xboole_0,inf
t3_boole,rc1_xboole_0,inf
t3_boole,t6_xboole_1,8.466832242503168
t3_boole,d5_xboole_0,26.438531947955422
t3_boole,dt_k1_xboole_0,inf
t3_boole,t4_xboole_1,8.466832242503168
t3_boole,t1_xboole_0,inf
t3_boole,t14_xboole_1,39.65779792193313
t3_boole,t29_xboole_1,inf
t3_boole,antisymmetry_r2_xboole_0,inf
t3_boole,t44_xboole_1,inf
t3_boole,t2_xboole_0,26.438531947955422
t3_boole,t45_xboole_1,19.989762121571317
t3_boole,t6_xboole_0,inf
t3_boole,fc5_xboole_0,inf
t3_boole,t56_xboole_1,inf
t3_boole,fc4_xboole_0,inf
t3_boole,t11_xboole_1,inf
t3_boole,t60_xboole_1,inf
t3_boole,t35_xboole_1,inf
t3_boole,d6_xboole_0,10.377246659046476
t3_boole,t15_xboole_1,7.538232614746011
t3_boole,l58_xboole_1,inf
t3_boole,t33_xboole_1,inf
t3_boole,commutativity_k5_xboole_0,8.466832242503168
t3_boole,irreflexivity_r2_xboole_0,inf
t3_boole,t57_xboole_1,inf
t3_boole,t10_xboole_1,inf
t3_boole,t4_xboole_0,inf
t3_boole,t16_xboole_1,8.466832242503168
t3_boole,rc2_xboole_0,inf
t3_boole,d4_xboole_0,26.438531947955422
t3_boole,t24_xboole_1,12.316137715318517
t3_boole,dt_k4_xboole_0,inf
t3_boole,l36_xboole_1,8.466832242503168
t3_boole,d10_xboole_0,14.60086415265278
t3_boole,t19_xboole_1,inf
t3_boole,t43_xboole_1,inf
t3_boole,t26_xboole_1,inf
t3_boole,t13_xboole_1,inf
t3_boole,t6_boole,13.219265973977711
t3_boole,l32_xboole_1,9.733909435101854
t3_boole,l13_xboole_0,13.219265973977711
t3_boole,t54_xboole_1,8.466832242503168
t3_boole,t2_boole,10.377246659046476
t3_boole,d2_xboole_0,8.466832242503168
t3_boole,t31_xboole_1,inf
t3_boole,t30_xboole_1,24.632275430637034
t3_boole,t18_xboole_1,inf
t3_boole,t52_xboole_1,10.377246659046476
t3_boole,t3_xboole_0,inf
t3_boole,t55_xboole_1,11.166872625432893
t3_boole,t12_xboole_1,16.34001136973471
t3_boole,d7_xboole_0,16.933664485006336
t3_boole,t67_xboole_1,26.438531947955422
t3_boole,antisymmetry_r2_hidden,inf
t3_boole,t7_xboole_0,6.6096329869888555
t3_boole,t4_boole,4.0
t3_boole,t69_xboole_1,inf
t65_xboole_1,symmetry_r1_xboole_0,2.0
t65_xboole_1,t2_xboole_1,inf
t65_xboole_1,t20_xboole_1,inf
t65_xboole_1,t59_xboole_1,inf
t65_xboole_1,t22_xboole_1,inf
t65_xboole_1,t28_xboole_1,inf
t65_xboole_1,t42_xboole_1,inf
t65_xboole_1,t51_xboole_1,inf
t65_xboole_1,t1_boole,inf
t65_xboole_1,t5_xboole_1,inf
t65_xboole_1,t63_xboole_1,3.0
t65_xboole_1,t17_xboole_1,inf
t65_xboole_1,t5_xboole_0,8.0
t65_xboole_1,t38_xboole_1,inf
t65_xboole_1,t46_xboole_1,inf
t65_xboole_1,commutativity_k2_xboole_0,inf
t65_xboole_1,dt_k2_xboole_0,inf
t65_xboole_1,t53_xboole_1,inf
t65_xboole_1,t8_boole,inf
t65_xboole_1,t61_xboole_1,inf
t65_xboole_1,t49_xboole_1,inf
t65_xboole_1,t58_xboole_1,inf
t65_xboole_1,t25_xboole_1,inf
t65_xboole_1,t7_xboole_1,inf
t65_xboole_1,t48_xboole_1,inf
t65_xboole_1,t3_xboole_1,inf
t65_xboole_1,idempotence_k3_xboole_0,inf
t65_xboole_1,t47_xboole_1,inf
t65_xboole_1,d3_xboole_0,inf
t65_xboole_1,t21_xboole_1,inf
t65_xboole_1,idempotence_k2_xboole_0,inf
t65_xboole_1,t2_tarski,inf
t65_xboole_1,t64_xboole_1,4.0
t65_xboole_1,t9_xboole_1,inf
t65_xboole_1,dt_o_0_0_xboole_0,inf
t65_xboole_1,t50_xboole_1,inf
